dcls_month,fin_co_no,fin_prdt_cd,intr_rate_type,intr_rate_type_nm,save_trm,intr_rate,intr_rate2,rsrv_type,rsrv_type_nm
202410,0010457,240008,S,단리,3,3.2,3.2,,
202410,0010457,240008,S,단리,6,3.2,3.2,,
202410,0010457,240008,S,단리,12,3.5,3.5,,
202410,0010457,240008,S,단리,24,3.2,3.2,,
202410,0010457,240008,M,복리,1,2.3,2.3,,
202410,0010457,240008,M,복리,3,3.2,3.2,,
202410,0010457,240008,M,복리,6,3.2,3.2,,
202410,0010457,240008,M,복리,12,3.5,3.5,,
202410,0010457,240008,M,복리,24,3.2,3.2,,
202410,0010457,240010,S,단리,1,2.3,2.3,,
202410,0010457,240010,S,단리,3,2.6,2.6,,
202410,0010457,240010,S,단리,6,3.2,3.2,,
202410,0010457,240010,S,단리,12,3.5,3.5,,
202410,0010457,240010,S,단리,24,3.2,3.2,,
202410,0010457,240010,M,복리,1,2.3,2.3,,
202410,0010457,240010,M,복리,3,2.6,2.6,,
202410,0010457,240010,M,복리,6,3.2,3.2,,
202410,0010457,240010,M,복리,12,3.5,3.5,,
202410,0010457,240010,M,복리,24,3.2,3.2,,
202410,0010457,240016,S,단리,1,2.3,2.3,,
202410,0010457,240016,S,단리,3,2.6,2.6,,
202410,0010457,240016,S,단리,6,3.2,3.2,,
202410,0010457,240016,S,단리,12,3.5,3.5,,
202410,0010457,240016,S,단리,24,3.2,3.2,,
202410,0010457,240016,M,복리,1,2.3,2.3,,
202410,0010457,240016,M,복리,3,2.6,2.6,,
202410,0010457,240016,M,복리,6,3.2,3.2,,
202410,0010457,240016,M,복리,12,3.5,3.5,,
202410,0010457,240016,M,복리,24,3.2,3.2,,
202410,0010460,240011,S,단리,1,2.2,2.2,,
202410,0010460,240011,S,단리,3,2.2,2.2,,
202410,0010460,240011,S,단리,6,2.6,2.6,,
202410,0010460,240011,S,단리,12,3.6,3.6,,
202410,0010460,240011,S,단리,24,3.1,3.1,,
202410,0010460,240011,S,단리,36,3.0,3.0,,
202410,0010460,240011,M,복리,1,2.2,2.2,,
202410,0010460,240011,M,복리,3,2.2,2.2,,
202410,0010460,240011,M,복리,6,2.61,2.61,,
202410,0010460,240011,M,복리,12,3.66,3.66,,
202410,0010460,240011,M,복리,24,3.19,3.19,,
202410,0010460,240011,M,복리,36,3.14,3.14,,
202410,0010460,240013,S,단리,1,2.2,2.2,,
202410,0010460,240013,S,단리,3,2.2,2.2,,
202410,0010460,240013,S,단리,6,2.6,2.6,,
202410,0010460,240013,S,단리,12,3.6,3.6,,
202410,0010460,240013,S,단리,24,3.1,3.1,,
202410,0010460,240013,S,단리,36,3.0,3.0,,
202410,0010460,240013,M,복리,1,2.2,2.2,,
202410,0010460,240013,M,복리,3,2.2,2.2,,
202410,0010460,240013,M,복리,6,2.61,2.61,,
202410,0010460,240013,M,복리,12,3.66,3.66,,
202410,0010460,240013,M,복리,24,3.19,3.19,,
202410,0010460,240013,M,복리,36,3.14,3.14,,
202410,0010460,240015,S,단리,1,2.2,2.2,,
202410,0010460,240015,S,단리,3,2.2,2.2,,
202410,0010460,240015,S,단리,6,2.6,2.6,,
202410,0010460,240015,S,단리,12,3.6,3.6,,
202410,0010460,240015,S,단리,24,3.1,3.1,,
202410,0010460,240015,S,단리,36,3.0,3.0,,
202410,0010460,240015,M,복리,1,2.2,2.2,,
202410,0010460,240015,M,복리,3,2.2,2.2,,
202410,0010460,240015,M,복리,6,2.61,2.61,,
202410,0010460,240015,M,복리,12,3.66,3.66,,
202410,0010460,240015,M,복리,24,3.19,3.19,,
202410,0010460,240015,M,복리,36,3.14,3.14,,
202410,0010460,240019,S,단리,1,2.0,2.0,,
202410,0010460,240019,S,단리,3,2.0,2.0,,
202410,0010460,240019,S,단리,6,2.3,2.3,,
202410,0010460,240019,S,단리,12,3.3,3.3,,
202410,0010460,240019,S,단리,24,3.0,3.0,,
202410,0010460,240019,S,단리,36,2.8,2.8,,
202410,0010460,240019,M,복리,1,2.0,2.0,,
202410,0010460,240019,M,복리,3,2.0,2.0,,
202410,0010460,240019,M,복리,6,2.31,2.31,,
202410,0010460,240019,M,복리,12,3.35,3.35,,
202410,0010460,240019,M,복리,24,3.09,3.09,,
202410,0010460,240019,M,복리,36,2.92,2.92,,
202410,0010463,240001 240002,S,단리,1,1.7,1.7,,
202410,0010463,240001 240002,S,단리,3,2.2,2.2,,
202410,0010463,240001 240002,S,단리,6,3.0,3.0,,
202410,0010463,240001 240002,S,단리,12,3.6,3.6,,
202410,0010463,240001 240002,S,단리,24,3.0,3.0,,
202410,0010463,240001 240002,S,단리,36,2.5,2.5,,
202410,0010463,240001 240002,M,복리,1,1.7,1.7,,
202410,0010463,240001 240002,M,복리,3,2.2,2.2,,
202410,0010463,240001 240002,M,복리,6,3.0,3.0,,
202410,0010463,240001 240002,M,복리,12,3.6,3.6,,
202410,0010463,240001 240002,M,복리,24,3.0,3.0,,
202410,0010463,240001 240002,M,복리,36,2.5,2.5,,
202410,0010463,240006 240007,S,단리,1,1.7,1.7,,
202410,0010463,240006 240007,S,단리,3,2.2,2.2,,
202410,0010463,240006 240007,S,단리,6,3.0,3.0,,
202410,0010463,240006 240007,S,단리,12,3.6,3.6,,
202410,0010463,240006 240007,S,단리,24,3.0,3.0,,
202410,0010463,240006 240007,S,단리,36,2.5,2.5,,
202410,0010463,240006 240007,M,복리,1,1.7,1.7,,
202410,0010463,240006 240007,M,복리,3,2.2,2.2,,
202410,0010463,240006 240007,M,복리,6,3.0,3.0,,
202410,0010463,240006 240007,M,복리,12,3.6,3.6,,
202410,0010463,240006 240007,M,복리,24,3.0,3.0,,
202410,0010463,240006 240007,M,복리,36,2.5,2.5,,
202410,0010464,240010,S,단리,1,1.1,1.1,,
202410,0010464,240010,S,단리,3,3.0,3.0,,
202410,0010464,240010,S,단리,6,3.5,3.5,,
202410,0010464,240010,S,단리,12,3.6,3.7,,
202410,0010464,240010,S,단리,24,3.0,3.0,,
202410,0010464,240010,M,복리,1,1.1,1.1,,
202410,0010464,240010,M,복리,3,3.0,3.0,,
202410,0010464,240010,M,복리,6,3.5,3.5,,
202410,0010464,240010,M,복리,12,3.6,3.7,,
202410,0010464,240010,M,복리,24,3.0,3.0,,
202410,0010464,240012,S,단리,1,1.2,1.2,,
202410,0010464,240012,S,단리,3,3.0,3.0,,
202410,0010464,240012,S,단리,6,3.6,3.6,,
202410,0010464,240012,S,단리,12,3.7,3.7,,
202410,0010464,240012,S,단리,24,3.0,3.0,,
202410,0010464,240012,M,복리,1,1.2,1.2,,
202410,0010464,240012,M,복리,3,3.0,3.0,,
202410,0010464,240012,M,복리,6,3.6,3.6,,
202410,0010464,240012,M,복리,12,3.7,3.7,,
202410,0010464,240012,M,복리,24,3.0,3.0,,
202410,0010464,240014,S,단리,1,1.2,1.2,,
202410,0010464,240014,S,단리,3,3.0,3.0,,
202410,0010464,240014,S,단리,6,3.6,3.6,,
202410,0010464,240014,S,단리,12,3.7,3.7,,
202410,0010464,240014,S,단리,24,3.0,3.0,,
202410,0010464,240014,M,복리,1,1.2,1.2,,
202410,0010464,240014,M,복리,3,3.0,3.0,,
202410,0010464,240014,M,복리,6,3.6,3.6,,
202410,0010464,240014,M,복리,12,3.7,3.7,,
202410,0010464,240014,M,복리,24,3.0,3.0,,
202410,0010464,240016,S,단리,1,1.2,1.2,,
202410,0010464,240016,S,단리,3,3.0,3.0,,
202410,0010464,240016,S,단리,6,3.6,3.6,,
202410,0010464,240016,S,단리,12,3.7,3.7,,
202410,0010464,240016,S,단리,24,3.0,3.0,,
202410,0010464,240016,M,복리,1,1.2,1.2,,
202410,0010464,240016,M,복리,3,3.0,3.0,,
202410,0010464,240016,M,복리,6,3.6,3.6,,
202410,0010464,240016,M,복리,12,3.7,3.7,,
202410,0010464,240016,M,복리,24,3.0,3.0,,
202410,0010467,240000,S,단리,1,2.0,2.0,,
202410,0010467,240000,S,단리,3,2.5,2.5,,
202410,0010467,240000,S,단리,6,3.0,3.0,,
202410,0010467,240000,S,단리,12,3.5,3.5,,
202410,0010467,240000,S,단리,24,3.0,3.0,,
202410,0010467,240000,S,단리,36,3.0,3.0,,
202410,0010467,240000,M,복리,1,2.0,2.0,,
202410,0010467,240000,M,복리,3,2.5,2.5,,
202410,0010467,240000,M,복리,6,3.0,3.0,,
202410,0010467,240000,M,복리,12,3.5,3.5,,
202410,0010467,240000,M,복리,24,3.0,3.0,,
202410,0010467,240000,M,복리,36,3.0,3.0,,
202410,0010467,241000,S,단리,1,2.0,2.0,,
202410,0010467,241000,S,단리,3,2.5,2.5,,
202410,0010467,241000,S,단리,6,3.0,3.0,,
202410,0010467,241000,S,단리,12,3.6,3.6,,
202410,0010467,241000,S,단리,24,3.0,3.0,,
202410,0010467,241000,S,단리,36,3.0,3.0,,
202410,0010467,241000,M,복리,1,2.0,2.0,,
202410,0010467,241000,M,복리,3,2.5,2.5,,
202410,0010467,241000,M,복리,6,3.0,3.0,,
202410,0010467,241000,M,복리,12,3.6,3.6,,
202410,0010467,241000,M,복리,24,3.0,3.0,,
202410,0010467,241000,M,복리,36,3.0,3.0,,
202410,0010467,241100,S,단리,1,2.0,2.0,,
202410,0010467,241100,S,단리,3,2.5,2.5,,
202410,0010467,241100,S,단리,6,3.0,3.0,,
202410,0010467,241100,S,단리,12,3.6,3.6,,
202410,0010467,241100,S,단리,24,3.0,3.0,,
202410,0010467,241100,S,단리,36,3.0,3.0,,
202410,0010467,241100,M,복리,1,2.0,2.0,,
202410,0010467,241100,M,복리,3,2.5,2.5,,
202410,0010467,241100,M,복리,6,3.0,3.0,,
202410,0010467,241100,M,복리,12,3.6,3.6,,
202410,0010467,241100,M,복리,24,3.0,3.0,,
202410,0010467,241100,M,복리,36,3.0,3.0,,
202410,0010467,242000,S,단리,12,3.6,3.6,,
202410,0010467,242000,M,복리,12,3.6,3.6,,
202410,0010467,243000,S,단리,12,3.6,3.6,,
202410,0010467,243000,M,복리,12,3.6,3.6,,
202410,0010467,243100,S,단리,12,3.6,3.6,,
202410,0010467,243100,M,복리,12,3.6,3.6,,
202410,0010468,240002,S,단리,1,2.5,2.5,,
202410,0010468,240002,S,단리,3,2.7,2.7,,
202410,0010468,240002,S,단리,6,3.0,3.0,,
202410,0010468,240002,S,단리,12,3.6,3.6,,
202410,0010468,240002,S,단리,24,2.4,2.4,,
202410,0010468,240002,S,단리,36,2.4,2.4,,
202410,0010468,240002,M,복리,1,2.5,2.5,,
202410,0010468,240002,M,복리,3,2.7,2.7,,
202410,0010468,240002,M,복리,6,3.0,3.0,,
202410,0010468,240002,M,복리,12,3.6,3.6,,
202410,0010468,240002,M,복리,24,2.4,2.4,,
202410,0010468,240002,M,복리,36,2.4,2.4,,
202410,0010468,240025,S,단리,1,2.5,2.5,,
202410,0010468,240025,S,단리,3,2.7,2.7,,
202410,0010468,240025,S,단리,6,3.0,3.0,,
202410,0010468,240025,S,단리,12,3.6,3.6,,
202410,0010468,240025,S,단리,24,2.5,2.5,,
202410,0010468,240025,S,단리,36,2.5,2.5,,
202410,0010468,240025,M,복리,1,2.5,2.5,,
202410,0010468,240025,M,복리,3,2.7,2.7,,
202410,0010468,240025,M,복리,6,3.0,3.0,,
202410,0010468,240025,M,복리,12,3.6,3.6,,
202410,0010468,240025,M,복리,24,2.5,2.5,,
202410,0010468,240025,M,복리,36,2.5,2.5,,
202410,0010468,240027,S,단리,12,3.7,3.7,,
202410,0010468,240027,M,복리,12,3.7,3.7,,
202410,0010468,240031,S,단리,12,3.7,3.7,,
202410,0010468,240031,M,복리,12,3.7,3.7,,
202410,0010468,240050,S,단리,12,3.7,3.7,,
202410,0010468,240050,S,단리,24,2.5,2.5,,
202410,0010468,240050,S,단리,36,2.5,2.5,,
202410,0010468,240050,M,복리,12,3.7,3.7,,
202410,0010468,240050,M,복리,24,2.5,2.5,,
202410,0010468,240050,M,복리,36,2.5,2.5,,
202410,0010468,240901,S,단리,1,2.5,2.5,,
202410,0010468,240901,S,단리,3,2.7,2.7,,
202410,0010468,240901,S,단리,6,3.0,3.0,,
202410,0010468,240901,S,단리,12,3.6,3.6,,
202410,0010468,240901,S,단리,24,2.5,2.5,,
202410,0010468,240901,S,단리,36,2.5,2.5,,
202410,0010468,240901,M,복리,1,2.5,2.5,,
202410,0010468,240901,M,복리,3,2.7,2.7,,
202410,0010468,240901,M,복리,6,3.0,3.0,,
202410,0010468,240901,M,복리,12,3.6,3.6,,
202410,0010468,240901,M,복리,24,2.5,2.5,,
202410,0010468,240901,M,복리,36,2.5,2.5,,
202410,0010471,24-0001,S,단리,1,2.0,2.0,,
202410,0010471,24-0001,S,단리,3,2.3,2.3,,
202410,0010471,24-0001,S,단리,6,2.8,2.8,,
202410,0010471,24-0001,S,단리,12,3.5,3.5,,
202410,0010471,24-0001,S,단리,24,2.8,2.8,,
202410,0010471,24-0001,S,단리,36,2.5,2.5,,
202410,0010471,24-0001,M,복리,1,2.0,2.0,,
202410,0010471,24-0001,M,복리,3,2.3,2.3,,
202410,0010471,24-0001,M,복리,6,2.8,2.8,,
202410,0010471,24-0001,M,복리,12,3.5,3.5,,
202410,0010471,24-0001,M,복리,24,2.8,2.8,,
202410,0010471,24-0001,M,복리,36,2.5,2.5,,
202410,0010471,24-0055,S,단리,12,3.6,3.6,,
202410,0010471,24-0055,M,복리,12,3.6,3.6,,
202410,0010471,24-0059,S,단리,12,3.6,3.6,,
202410,0010471,24-0059,M,복리,12,3.6,3.6,,
202410,0010471,24-0061,S,단리,1,2.0,2.0,,
202410,0010471,24-0061,S,단리,3,2.3,2.3,,
202410,0010471,24-0061,S,단리,6,2.8,2.8,,
202410,0010471,24-0061,S,단리,12,3.5,3.5,,
202410,0010471,24-0061,S,단리,24,2.8,2.8,,
202410,0010471,24-0061,S,단리,36,2.5,2.5,,
202410,0010471,24-0061,M,복리,1,2.0,2.0,,
202410,0010471,24-0061,M,복리,3,2.3,2.3,,
202410,0010471,24-0061,M,복리,6,2.8,2.8,,
202410,0010471,24-0061,M,복리,12,3.5,3.5,,
202410,0010471,24-0061,M,복리,24,2.8,2.8,,
202410,0010471,24-0061,M,복리,36,2.5,2.5,,
202410,0010471,24-0069,M,복리,1,3.1,3.1,,
202410,0010471,24-0069,M,복리,3,3.2,3.2,,
202410,0010471,24-0069,M,복리,6,3.3,3.3,,
202410,0010471,24-0069,M,복리,12,3.4,3.4,,
202410,0010471,24-0069,M,복리,24,2.8,2.8,,
202410,0010471,24-0069,M,복리,36,2.5,2.5,,
202410,0010471,24-0071,M,복리,1,3.1,3.1,,
202410,0010471,24-0071,M,복리,3,3.2,3.2,,
202410,0010471,24-0071,M,복리,6,3.3,3.3,,
202410,0010471,24-0071,M,복리,12,3.4,3.4,,
202410,0010471,24-0071,M,복리,24,2.8,2.8,,
202410,0010471,24-0071,M,복리,36,2.5,2.5,,
202410,0010471,24-0074,S,단리,12,3.6,3.6,,
202410,0010471,24-0074,M,복리,12,3.6,3.6,,
202410,0010471,24-0079,S,단리,12,3.6,3.6,,
202410,0010471,24-0079,M,복리,12,3.6,3.6,,
202410,0010471,24-0081,S,단리,12,3.6,3.6,,
202410,0010471,24-0081,M,복리,12,3.6,3.6,,
202410,0010471,24-0083,S,단리,1,2.0,2.0,,
202410,0010471,24-0083,S,단리,3,2.3,2.3,,
202410,0010471,24-0083,S,단리,6,2.8,2.8,,
202410,0010471,24-0083,S,단리,12,3.5,3.5,,
202410,0010471,24-0083,S,단리,24,2.8,2.8,,
202410,0010471,24-0083,S,단리,36,2.5,2.5,,
202410,0010471,24-0083,M,복리,1,2.0,2.0,,
202410,0010471,24-0083,M,복리,3,2.3,2.3,,
202410,0010471,24-0083,M,복리,6,2.8,2.8,,
202410,0010471,24-0083,M,복리,12,3.5,3.5,,
202410,0010471,24-0083,M,복리,24,2.8,2.8,,
202410,0010471,24-0083,M,복리,36,2.5,2.5,,
202410,0010471,24-0085,M,복리,1,3.1,3.1,,
202410,0010471,24-0085,M,복리,3,3.2,3.2,,
202410,0010471,24-0085,M,복리,6,3.3,3.3,,
202410,0010471,24-0085,M,복리,12,3.4,3.4,,
202410,0010471,24-0085,M,복리,24,2.8,2.8,,
202410,0010471,24-0085,M,복리,36,2.5,2.5,,
202410,0010471,24-0086,S,단리,12,3.6,3.6,,
202410,0010471,24-0086,M,복리,12,3.6,3.6,,
202410,0010471,24-0089,M,복리,6,3.6,3.6,,
202410,0010471,24-0090,M,복리,6,3.6,3.6,,
202410,0010471,24-0091,M,복리,6,3.6,3.6,,
202410,0010473,GP240026,M,복리,6,2.01,2.01,,
202410,0010473,GP240026,M,복리,12,2.11,2.11,,
202410,0010473,GP240026,M,복리,24,2.11,2.11,,
202410,0010473,GP240037,M,복리,6,2.11,2.11,,
202410,0010473,GP240037,M,복리,12,2.21,2.21,,
202410,0010473,GP240037,M,복리,24,2.21,2.21,,
202410,0010473,GP240038,M,복리,6,2.11,2.11,,
202410,0010473,GP240038,M,복리,12,2.21,2.21,,
202410,0010473,GP240038,M,복리,24,2.21,2.21,,
202410,0010473,GP240043,M,복리,6,2.11,2.11,,
202410,0010473,GP240043,M,복리,12,2.21,2.21,,
202410,0010473,GP240043,M,복리,24,2.21,2.21,,
202410,0010473,GP240054,S,단리,36,3.1,3.1,,
202410,0010473,GP240054,M,복리,36,3.1,3.1,,
202410,0010473,GP240060,S,단리,36,3.0,3.0,,
202410,0010473,GP240060,M,복리,36,3.0,3.0,,
202410,0010473,GP240066,S,단리,36,3.1,3.1,,
202410,0010473,GP240066,M,복리,36,3.1,3.1,,
202410,0010473,GP240072,S,단리,36,3.1,3.1,,
202410,0010473,GP240072,M,복리,36,3.1,3.1,,
202410,0010473,GP240073,S,단리,36,3.1,3.1,,
202410,0010473,GP240073,M,복리,36,3.1,3.1,,
202410,0010473,GP240078,S,단리,12,3.7,3.7,,
202410,0010473,GP240078,M,복리,12,3.7,3.7,,
202410,0010473,GP240080,S,단리,12,3.7,3.7,,
202410,0010473,GP240080,M,복리,12,3.7,3.7,,
202410,0010473,GP240082,S,단리,12,3.7,3.7,,
202410,0010473,GP240082,M,복리,12,3.7,3.7,,
202410,0010473,GP240084,S,단리,12,3.7,3.7,,
202410,0010473,GP240084,M,복리,12,3.7,3.7,,
202410,0010473,GP240086,S,단리,12,3.65,3.65,,
202410,0010473,GP240086,S,단리,24,3.3,3.3,,
202410,0010473,GP240086,M,복리,12,3.65,3.65,,
202410,0010473,GP240086,M,복리,24,3.3,3.3,,
202410,0010473,GP240087,S,단리,1,2.01,2.01,,
202410,0010473,GP240087,S,단리,3,2.11,2.11,,
202410,0010473,GP240087,S,단리,6,2.9,2.9,,
202410,0010473,GP240087,M,복리,1,2.01,2.01,,
202410,0010473,GP240087,M,복리,3,2.11,2.11,,
202410,0010473,GP240087,M,복리,6,2.9,2.9,,
202410,0010473,GP240090,S,단리,12,3.65,3.65,,
202410,0010473,GP240090,S,단리,24,3.3,3.3,,
202410,0010473,GP240090,M,복리,12,3.65,3.65,,
202410,0010473,GP240090,M,복리,24,3.3,3.3,,
202410,0010473,GP240091,S,단리,1,2.21,2.21,,
202410,0010473,GP240091,S,단리,3,2.31,2.31,,
202410,0010473,GP240091,S,단리,6,2.9,2.9,,
202410,0010473,GP240091,M,복리,1,2.21,2.21,,
202410,0010473,GP240091,M,복리,3,2.31,2.31,,
202410,0010473,GP240091,M,복리,6,2.9,2.9,,
202410,0010473,GP240094,S,단리,12,3.65,3.65,,
202410,0010473,GP240094,S,단리,24,3.3,3.3,,
202410,0010473,GP240094,M,복리,12,3.65,3.65,,
202410,0010473,GP240094,M,복리,24,3.3,3.3,,
202410,0010473,GP240095,S,단리,1,2.21,2.21,,
202410,0010473,GP240095,S,단리,3,2.31,2.31,,
202410,0010473,GP240095,S,단리,6,2.9,2.9,,
202410,0010473,GP240095,M,복리,1,2.21,2.21,,
202410,0010473,GP240095,M,복리,3,2.31,2.31,,
202410,0010473,GP240095,M,복리,6,2.9,2.9,,
202410,0010473,GP240098,S,단리,12,3.65,3.65,,
202410,0010473,GP240098,S,단리,24,3.3,3.3,,
202410,0010473,GP240098,M,복리,12,3.65,3.65,,
202410,0010473,GP240098,M,복리,24,3.3,3.3,,
202410,0010473,GP240099,S,단리,1,2.21,2.21,,
202410,0010473,GP240099,S,단리,3,2.31,2.31,,
202410,0010473,GP240099,S,단리,6,2.9,2.9,,
202410,0010473,GP240099,M,복리,1,2.21,2.21,,
202410,0010473,GP240099,M,복리,3,2.31,2.31,,
202410,0010473,GP240099,M,복리,6,2.9,2.9,,
202410,0010473,GP240103,S,단리,36,3.7,3.7,,
202410,0010473,GP240103,M,복리,36,3.7,3.7,,
202410,0010473,GP240105,S,단리,36,3.7,3.7,,
202410,0010473,GP240105,M,복리,36,3.7,3.7,,
202410,0010473,GP240107,S,단리,36,3.7,3.7,,
202410,0010473,GP240107,M,복리,36,3.7,3.7,,
202410,0010473,GP240109,S,단리,36,3.7,3.7,,
202410,0010473,GP240109,M,복리,36,3.7,3.7,,
202410,0010477,240071,S,단리,1,1.6,1.6,,
202410,0010477,240071,S,단리,3,2.0,2.0,,
202410,0010477,240071,S,단리,6,2.5,2.5,,
202410,0010477,240071,S,단리,12,3.4,3.4,,
202410,0010477,240071,S,단리,24,3.2,3.2,,
202410,0010477,240071,M,복리,1,1.6,1.6,,
202410,0010477,240071,M,복리,3,2.0,2.0,,
202410,0010477,240071,M,복리,6,2.5,2.5,,
202410,0010477,240071,M,복리,12,3.4,3.4,,
202410,0010477,240071,M,복리,24,3.2,3.2,,
202410,0010477,240093,S,단리,1,1.6,1.6,,
202410,0010477,240093,S,단리,3,2.0,2.0,,
202410,0010477,240093,S,단리,6,2.5,2.5,,
202410,0010477,240093,S,단리,12,3.6,3.6,,
202410,0010477,240093,S,단리,24,3.3,3.3,,
202410,0010477,240093,M,복리,1,1.6,1.6,,
202410,0010477,240093,M,복리,3,2.0,2.0,,
202410,0010477,240093,M,복리,6,2.5,2.5,,
202410,0010477,240093,M,복리,12,3.6,3.6,,
202410,0010477,240093,M,복리,24,3.3,3.3,,
202410,0010477,240095,S,단리,1,1.6,1.6,,
202410,0010477,240095,S,단리,3,2.0,2.0,,
202410,0010477,240095,S,단리,6,2.5,2.5,,
202410,0010477,240095,S,단리,12,3.45,3.45,,
202410,0010477,240095,S,단리,24,3.25,3.25,,
202410,0010477,240095,M,복리,1,1.6,1.6,,
202410,0010477,240095,M,복리,3,2.0,2.0,,
202410,0010477,240095,M,복리,6,2.5,2.5,,
202410,0010477,240095,M,복리,12,3.45,3.45,,
202410,0010477,240095,M,복리,24,3.25,3.25,,
202410,0010477,240097,S,단리,3,2.8,2.8,,
202410,0010477,240097,S,단리,6,3.3,3.3,,
202410,0010477,240097,S,단리,12,3.5,3.5,,
202410,0010477,240097,M,복리,3,2.8,2.8,,
202410,0010477,240097,M,복리,6,3.3,3.3,,
202410,0010477,240097,M,복리,12,3.5,3.5,,
202410,0010477,240109,S,단리,3,2.8,2.8,,
202410,0010477,240109,S,단리,6,3.7,3.7,,
202410,0010477,240109,S,단리,12,3.65,3.65,,
202410,0010477,240109,M,복리,3,2.8,2.8,,
202410,0010477,240109,M,복리,6,3.7,3.7,,
202410,0010477,240109,M,복리,12,3.65,3.65,,
202410,0010477,240111,S,단리,1,1.6,1.6,,
202410,0010477,240111,S,단리,3,2.0,2.0,,
202410,0010477,240111,S,단리,6,2.5,2.5,,
202410,0010477,240111,S,단리,12,3.65,3.65,,
202410,0010477,240111,S,단리,24,3.3,3.3,,
202410,0010477,240111,M,복리,1,1.6,1.6,,
202410,0010477,240111,M,복리,3,2.0,2.0,,
202410,0010477,240111,M,복리,6,2.5,2.5,,
202410,0010477,240111,M,복리,12,3.65,3.65,,
202410,0010477,240111,M,복리,24,3.3,3.3,,
202410,0010477,240113,S,단리,6,3.75,3.75,,
202410,0010477,240113,S,단리,12,3.7,3.7,,
202410,0010477,240113,M,복리,6,3.75,3.75,,
202410,0010477,240113,M,복리,12,3.7,3.7,,
202410,0010478,240003,S,단리,1,2.1,2.1,,
202410,0010478,240003,S,단리,3,2.1,2.1,,
202410,0010478,240003,S,단리,6,3.3,3.3,,
202410,0010478,240003,S,단리,12,3.5,3.5,,
202410,0010478,240003,S,단리,24,3.5,3.5,,
202410,0010478,240003,S,단리,36,3.0,3.0,,
202410,0010478,240003,M,복리,1,2.1,2.1,,
202410,0010478,240003,M,복리,3,2.1,2.1,,
202410,0010478,240003,M,복리,6,3.3,3.3,,
202410,0010478,240003,M,복리,12,3.5,3.5,,
202410,0010478,240003,M,복리,24,3.5,3.5,,
202410,0010478,240003,M,복리,36,3.0,3.0,,
202410,0010478,240006,S,단리,1,2.1,2.1,,
202410,0010478,240006,S,단리,3,2.1,2.1,,
202410,0010478,240006,S,단리,6,3.0,3.0,,
202410,0010478,240006,S,단리,12,3.3,3.3,,
202410,0010478,240006,S,단리,24,3.2,3.2,,
202410,0010478,240006,S,단리,36,3.2,3.2,,
202410,0010478,240006,M,복리,1,2.1,2.1,,
202410,0010478,240006,M,복리,3,2.1,2.1,,
202410,0010478,240006,M,복리,6,3.0,3.0,,
202410,0010478,240006,M,복리,12,3.3,3.3,,
202410,0010478,240006,M,복리,24,3.2,3.2,,
202410,0010478,240006,M,복리,36,3.2,3.2,,
202410,0010478,240010,S,단리,1,2.1,2.1,,
202410,0010478,240010,S,단리,3,2.1,2.1,,
202410,0010478,240010,S,단리,6,3.0,3.0,,
202410,0010478,240010,S,단리,12,3.4,3.4,,
202410,0010478,240010,S,단리,24,3.2,3.2,,
202410,0010478,240010,S,단리,36,3.2,3.2,,
202410,0010478,240010,M,복리,1,2.1,2.1,,
202410,0010478,240010,M,복리,3,2.1,2.1,,
202410,0010478,240010,M,복리,6,3.0,3.0,,
202410,0010478,240010,M,복리,12,3.4,3.4,,
202410,0010478,240010,M,복리,24,3.2,3.2,,
202410,0010478,240010,M,복리,36,3.2,3.2,,
202410,0010485,401001,S,단리,3,3.1,3.1,,
202410,0010485,401001,S,단리,6,3.2,3.2,,
202410,0010485,401001,S,단리,12,3.4,3.4,,
202410,0010485,401001,S,단리,24,3.2,3.2,,
202410,0010485,401001,M,복리,6,3.22,3.22,,
202410,0010485,401001,M,복리,12,3.45,3.45,,
202410,0010485,401001,M,복리,24,3.3,3.3,,
202410,0010485,401002,S,단리,6,,4.25,,
202410,0010485,401002,S,단리,12,,5.2,,
202410,0010485,401002,S,단리,24,,4.75,,
202410,0010485,401002,M,복리,6,4.25,4.25,,
202410,0010485,401002,M,복리,12,5.2,5.2,,
202410,0010485,401002,M,복리,24,4.75,4.75,,
202410,0010485,401004,S,단리,6,3.25,3.25,,
202410,0010485,401004,S,단리,12,3.4,3.4,,
202410,0010485,401004,M,복리,6,3.27,3.27,,
202410,0010485,401004,M,복리,12,3.45,3.45,,
202410,0010488,240027,S,단리,1,3.0,3.0,,
202410,0010488,240027,S,단리,3,3.0,3.0,,
202410,0010488,240027,S,단리,6,3.5,3.5,,
202410,0010488,240027,S,단리,12,3.5,3.5,,
202410,0010488,240027,S,단리,24,2.5,2.5,,
202410,0010488,240027,S,단리,36,2.5,2.5,,
202410,0010488,240027,M,복리,1,3.0,3.0,,
202410,0010488,240027,M,복리,3,3.0,3.0,,
202410,0010488,240027,M,복리,6,3.5,3.5,,
202410,0010488,240027,M,복리,12,3.5,3.5,,
202410,0010488,240027,M,복리,24,2.5,2.5,,
202410,0010488,240027,M,복리,36,2.5,2.5,,
202410,0010488,240036,S,단리,1,3.0,3.0,,
202410,0010488,240036,S,단리,3,3.0,3.0,,
202410,0010488,240036,S,단리,6,3.5,3.5,,
202410,0010488,240036,S,단리,12,3.5,3.5,,
202410,0010488,240036,S,단리,24,2.5,2.5,,
